GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Less than $100,Margin of Error; Total: - Less than $100,Estimate; Total: - $100 to $149,Margin of Error; Total: - $100 to $149,Estimate; Total: - $150 to $199,Margin of Error; Total: - $150 to $199,Estimate; Total: - $200 to $249,Margin of Error; Total: - $200 to $249,Estimate; Total: - $250 to $299,Margin of Error; Total: - $250 to $299,Estimate; Total: - $300 to $349,Margin of Error; Total: - $300 to $349,Estimate; Total: - $350 to $399,Margin of Error; Total: - $350 to $399,Estimate; Total: - $400 to $449,Margin of Error; Total: - $400 to $449,Estimate; Total: - $450 to $499,Margin of Error; Total: - $450 to $499,Estimate; Total: - $500 to $549,Margin of Error; Total: - $500 to $549,Estimate; Total: - $550 to $599,Margin of Error; Total: - $550 to $599,Estimate; Total: - $600 to $649,Margin of Error; Total: - $600 to $649,Estimate; Total: - $650 to $699,Margin of Error; Total: - $650 to $699,Estimate; Total: - $700 to $749,Margin of Error; Total: - $700 to $749,Estimate; Total: - $750 to $799,Margin of Error; Total: - $750 to $799,Estimate; Total: - $800 to $899,Margin of Error; Total: - $800 to $899,Estimate; Total: - $900 to $999,Margin of Error; Total: - $900 to $999,"Estimate; Total: - $1,000 to $1,249","Margin of Error; Total: - $1,000 to $1,249","Estimate; Total: - $1,250 to $1,499","Margin of Error; Total: - $1,250 to $1,499","Estimate; Total: - $1,500 to $1,999","Margin of Error; Total: - $1,500 to $1,999","Estimate; Total: - $2,000 to $2,499","Margin of Error; Total: - $2,000 to $2,499","Estimate; Total: - $2,500 to $2,999","Margin of Error; Total: - $2,500 to $2,999","Estimate; Total: - $3,000 to $3,499","Margin of Error; Total: - $3,000 to $3,499","Estimate; Total: - $3,500 or more","Margin of Error; Total: - $3,500 or more"
1500000US250173538002,250173538002,"Block Group 2, Census Tract 3538, Middlesex County, Massachusetts",128,113,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,40,64,0,12,45,70,43,70,0,12,0,12,0,12
1500000US250173538003,250173538003,"Block Group 3, Census Tract 3538, Middlesex County, Massachusetts",41,66,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,41,66,0,12,0,12,0,12,0,12
1500000US250173538004,250173538004,"Block Group 4, Census Tract 3538, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173539001,250173539001,"Block Group 1, Census Tract 3539, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173539002,250173539002,"Block Group 2, Census Tract 3539, Middlesex County, Massachusetts",50,55,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,26,42,0,12,0,12,24,38,0,12
1500000US250173539003,250173539003,"Block Group 3, Census Tract 3539, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173540001,250173540001,"Block Group 1, Census Tract 3540, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173540002,250173540002,"Block Group 2, Census Tract 3540, Middlesex County, Massachusetts",28,43,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,43,0,12,0,12
1500000US250173540003,250173540003,"Block Group 3, Census Tract 3540, Middlesex County, Massachusetts",52,61,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,52,61,0,12,0,12,0,12,0,12
1500000US250173541001,250173541001,"Block Group 1, Census Tract 3541, Middlesex County, Massachusetts",57,62,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,33,47,0,12,0,12,0,12,24,39,0,12
1500000US250173541002,250173541002,"Block Group 2, Census Tract 3541, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173541003,250173541003,"Block Group 3, Census Tract 3541, Middlesex County, Massachusetts",24,38,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,24,38
1500000US250173541004,250173541004,"Block Group 4, Census Tract 3541, Middlesex County, Massachusetts",101,77,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,30,48,0,12,50,55,21,34,0,12
1500000US250173542001,250173542001,"Block Group 1, Census Tract 3542, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173542002,250173542002,"Block Group 2, Census Tract 3542, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173542003,250173542003,"Block Group 3, Census Tract 3542, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173543001,250173543001,"Block Group 1, Census Tract 3543, Middlesex County, Massachusetts",27,44,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,27,44,0,12,0,12,0,12,0,12,0,12
1500000US250173543002,250173543002,"Block Group 2, Census Tract 3543, Middlesex County, Massachusetts",2,8,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2,8,0,12,0,12,0,12
1500000US250173543003,250173543003,"Block Group 3, Census Tract 3543, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173544001,250173544001,"Block Group 1, Census Tract 3544, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173544002,250173544002,"Block Group 2, Census Tract 3544, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173545001,250173545001,"Block Group 1, Census Tract 3545, Middlesex County, Massachusetts",10,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,16
1500000US250173545002,250173545002,"Block Group 2, Census Tract 3545, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173545003,250173545003,"Block Group 3, Census Tract 3545, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173546001,250173546001,"Block Group 1, Census Tract 3546, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173546002,250173546002,"Block Group 2, Census Tract 3546, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173546003,250173546003,"Block Group 3, Census Tract 3546, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173546004,250173546004,"Block Group 4, Census Tract 3546, Middlesex County, Massachusetts",47,76,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,47,76,0,12,0,12,0,12
1500000US250173547001,250173547001,"Block Group 1, Census Tract 3547, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173547002,250173547002,"Block Group 2, Census Tract 3547, Middlesex County, Massachusetts",25,40,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,25,40,0,12,0,12,0,12,0,12
1500000US250173548001,250173548001,"Block Group 1, Census Tract 3548, Middlesex County, Massachusetts",15,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,24,0,12,0,12
1500000US250173548002,250173548002,"Block Group 2, Census Tract 3548, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173549001,250173549001,"Block Group 1, Census Tract 3549, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173549002,250173549002,"Block Group 2, Census Tract 3549, Middlesex County, Massachusetts",40,61,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,40,61,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173549003,250173549003,"Block Group 3, Census Tract 3549, Middlesex County, Massachusetts",36,57,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,36,57,0,12,0,12
1500000US250173550001,250173550001,"Block Group 1, Census Tract 3550, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173550002,250173550002,"Block Group 2, Census Tract 3550, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173550003,250173550003,"Block Group 3, Census Tract 3550, Middlesex County, Massachusetts",25,41,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,25,41,0,12,0,12,0,12,0,12,0,12
1500000US250173561001,250173561001,"Block Group 1, Census Tract 3561, Middlesex County, Massachusetts",25,39,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,25,39,0,12,0,12,0,12,0,12,0,12
1500000US250173561002,250173561002,"Block Group 2, Census Tract 3561, Middlesex County, Massachusetts",32,40,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,32,40,0,12,0,12,0,12,0,12
1500000US250173561003,250173561003,"Block Group 3, Census Tract 3561, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173563001,250173563001,"Block Group 1, Census Tract 3563, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173563002,250173563002,"Block Group 2, Census Tract 3563, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173563003,250173563003,"Block Group 3, Census Tract 3563, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173563004,250173563004,"Block Group 4, Census Tract 3563, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173563005,250173563005,"Block Group 5, Census Tract 3563, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173563006,250173563006,"Block Group 6, Census Tract 3563, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173564001,250173564001,"Block Group 1, Census Tract 3564, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173564002,250173564002,"Block Group 2, Census Tract 3564, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173564003,250173564003,"Block Group 3, Census Tract 3564, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173564004,250173564004,"Block Group 4, Census Tract 3564, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173564005,250173564005,"Block Group 5, Census Tract 3564, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173564006,250173564006,"Block Group 6, Census Tract 3564, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173564007,250173564007,"Block Group 7, Census Tract 3564, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173564008,250173564008,"Block Group 8, Census Tract 3564, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173565001,250173565001,"Block Group 1, Census Tract 3565, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173565002,250173565002,"Block Group 2, Census Tract 3565, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173565003,250173565003,"Block Group 3, Census Tract 3565, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173565004,250173565004,"Block Group 4, Census Tract 3565, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173565005,250173565005,"Block Group 5, Census Tract 3565, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173565006,250173565006,"Block Group 6, Census Tract 3565, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173566011,250173566011,"Block Group 1, Census Tract 3566.01, Middlesex County, Massachusetts",56,53,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,56,53,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173566012,250173566012,"Block Group 2, Census Tract 3566.01, Middlesex County, Massachusetts",17,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173566013,250173566013,"Block Group 3, Census Tract 3566.01, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173566014,250173566014,"Block Group 4, Census Tract 3566.01, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173566021,250173566021,"Block Group 1, Census Tract 3566.02, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173566022,250173566022,"Block Group 2, Census Tract 3566.02, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173566023,250173566023,"Block Group 3, Census Tract 3566.02, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173566024,250173566024,"Block Group 4, Census Tract 3566.02, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173567011,250173567011,"Block Group 1, Census Tract 3567.01, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173567012,250173567012,"Block Group 2, Census Tract 3567.01, Middlesex County, Massachusetts",49,75,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,49,75,0,12,0,12,0,12,0,12,0,12
1500000US250173567013,250173567013,"Block Group 3, Census Tract 3567.01, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173567014,250173567014,"Block Group 4, Census Tract 3567.01, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173567015,250173567015,"Block Group 5, Census Tract 3567.01, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173567016,250173567016,"Block Group 6, Census Tract 3567.01, Middlesex County, Massachusetts",34,56,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,34,56,0,12,0,12,0,12,0,12,0,12
1500000US250173567021,250173567021,"Block Group 1, Census Tract 3567.02, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173567022,250173567022,"Block Group 2, Census Tract 3567.02, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173567023,250173567023,"Block Group 3, Census Tract 3567.02, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173567024,250173567024,"Block Group 4, Census Tract 3567.02, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173567025,250173567025,"Block Group 5, Census Tract 3567.02, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173567026,250173567026,"Block Group 6, Census Tract 3567.02, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173567027,250173567027,"Block Group 7, Census Tract 3567.02, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173571001,250173571001,"Block Group 1, Census Tract 3571, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173571002,250173571002,"Block Group 2, Census Tract 3571, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173571003,250173571003,"Block Group 3, Census Tract 3571, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173571004,250173571004,"Block Group 4, Census Tract 3571, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173572001,250173572001,"Block Group 1, Census Tract 3572, Middlesex County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
