GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27
1500000US250173101002,250173101002,"Block Group 2, Census Tract 3101, Middlesex County, Massachusetts",353,106,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,43,34,43,42,50,52,23,29,59,35,96,72,0,12,0,12,12,20,27,42,0,12,0,12,0,12,0,12
1500000US250173101003,250173101003,"Block Group 3, Census Tract 3101, Middlesex County, Massachusetts",79,44,15,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,25,29,0,12,17,29,15,23,0,12,7,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173102001,250173102001,"Block Group 1, Census Tract 3102, Middlesex County, Massachusetts",344,122,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,25,0,12,0,12,63,83,9,18,140,57,80,55,25,24,0,12,12,21,0,12,0,12,0,12,0,12
1500000US250173102002,250173102002,"Block Group 2, Census Tract 3102, Middlesex County, Massachusetts",275,133,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,39,0,12,13,20,0,12,59,46,63,47,99,121,0,12,13,21,0,12,0,12,0,12,0,12
1500000US250173102003,250173102003,"Block Group 3, Census Tract 3102, Middlesex County, Massachusetts",394,145,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,47,73,23,29,17,27,75,107,193,122,0,12,39,58,0,12,0,12,0,12,0,12,0,12
1500000US250173102004,250173102004,"Block Group 4, Census Tract 3102, Middlesex County, Massachusetts",162,140,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,39,12,27,0,12,111,128,16,26,14,25,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173102005,250173102005,"Block Group 5, Census Tract 3102, Middlesex County, Massachusetts",142,60,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,24,0,12,35,36,26,32,0,12,52,43,13,21,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173103001,250173103001,"Block Group 1, Census Tract 3103, Middlesex County, Massachusetts",334,107,6,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,21,31,49,0,12,0,12,20,25,38,36,51,42,72,92,41,51,38,32,24,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173103002,250173103002,"Block Group 2, Census Tract 3103, Middlesex County, Massachusetts",85,53,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,22,0,12,0,12,0,12,0,12,0,12,49,56,0,12,12,19,11,16,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173103003,250173103003,"Block Group 3, Census Tract 3103, Middlesex County, Massachusetts",222,112,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,37,45,0,12,44,40,92,103,37,29,12,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173103004,250173103004,"Block Group 4, Census Tract 3103, Middlesex County, Massachusetts",101,56,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,16,0,12,39,43,42,39,10,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173103005,250173103005,"Block Group 5, Census Tract 3103, Middlesex County, Massachusetts",211,120,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,11,23,27,23,26,62,68,88,88,8,13,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173104001,250173104001,"Block Group 1, Census Tract 3104, Middlesex County, Massachusetts",145,57,0,12,0,12,0,12,7,11,8,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,23,36,39,40,30,38,8,11,0,12,0,12,30,36,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173104002,250173104002,"Block Group 2, Census Tract 3104, Middlesex County, Massachusetts",158,56,6,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,11,0,12,0,12,0,12,0,12,13,14,31,33,30,29,48,39,23,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173104003,250173104003,"Block Group 3, Census Tract 3104, Middlesex County, Massachusetts",86,52,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,44,37,0,12,0,12,21,33,8,13,13,16,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173105001,250173105001,"Block Group 1, Census Tract 3105, Middlesex County, Massachusetts",161,51,7,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,13,9,15,6,12,27,26,57,32,38,32,9,14,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173105002,250173105002,"Block Group 2, Census Tract 3105, Middlesex County, Massachusetts",147,62,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,17,0,12,0,12,0,12,0,12,33,31,0,12,0,12,35,44,17,25,41,32,9,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173105003,250173105003,"Block Group 3, Census Tract 3105, Middlesex County, Massachusetts",168,48,0,12,0,12,0,12,0,12,0,12,12,18,0,12,0,12,0,12,0,12,0,12,0,12,8,13,0,12,17,19,9,14,24,26,36,34,62,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173106011,250173106011,"Block Group 1, Census Tract 3106.01, Middlesex County, Massachusetts",507,129,14,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,30,194,114,54,38,76,52,66,60,9,15,44,46,23,28,9,15,0,12,0,12,0,12,0,12,0,12
1500000US250173106012,250173106012,"Block Group 2, Census Tract 3106.01, Middlesex County, Massachusetts",742,146,0,12,0,12,0,12,32,48,0,12,0,12,0,12,24,37,8,15,0,12,0,12,0,12,0,12,48,53,32,46,30,45,96,114,115,94,130,80,199,100,28,53,0,12,0,12,0,12,0,12,0,12
1500000US250173106013,250173106013,"Block Group 3, Census Tract 3106.01, Middlesex County, Massachusetts",159,62,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,8,38,37,74,52,42,36,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173106021,250173106021,"Block Group 1, Census Tract 3106.02, Middlesex County, Massachusetts",341,133,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,53,62,44,54,0,12,15,25,0,12,0,12,0,12,0,12,159,107,0,12,70,51,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173106022,250173106022,"Block Group 2, Census Tract 3106.02, Middlesex County, Massachusetts",236,84,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,29,16,26,130,70,73,69,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173106023,250173106023,"Block Group 3, Census Tract 3106.02, Middlesex County, Massachusetts",158,60,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,24,103,64,27,34,13,21,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173106024,250173106024,"Block Group 4, Census Tract 3106.02, Middlesex County, Massachusetts",499,127,38,37,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,20,0,12,15,24,58,60,184,120,79,59,93,49,19,25,0,12,0,12,0,12,0,12,0,12
1500000US250173107001,250173107001,"Block Group 1, Census Tract 3107, Middlesex County, Massachusetts",91,41,0,12,0,12,8,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,18,0,12,14,16,6,16,29,26,6,10,13,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173107002,250173107002,"Block Group 2, Census Tract 3107, Middlesex County, Massachusetts",48,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,17,7,11,9,13,0,12,6,15,15,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173107003,250173107003,"Block Group 3, Census Tract 3107, Middlesex County, Massachusetts",145,54,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,25,0,12,71,42,0,12,12,20,14,22,15,18,0,12,8,12,8,12,0,12,0,12,0,12
1500000US250173111001,250173111001,"Block Group 1, Census Tract 3111, Middlesex County, Massachusetts",68,30,4,7,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,7,14,13,0,12,26,20,20,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173111002,250173111002,"Block Group 2, Census Tract 3111, Middlesex County, Massachusetts",67,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,8,0,12,0,12,0,12,0,12,6,10,4,6,4,6,12,16,11,14,6,9,6,9,12,14,0,12,0,12,0,12,0,12
1500000US250173112001,250173112001,"Block Group 1, Census Tract 3112, Middlesex County, Massachusetts",76,33,9,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,12,0,12,0,12,0,12,7,10,8,14,16,21,20,20,0,12,0,12,0,12,8,13,0,12,0,12,0,12,0,12
1500000US250173112002,250173112002,"Block Group 2, Census Tract 3112, Middlesex County, Massachusetts",180,53,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,13,0,12,20,17,0,12,29,14,22,20,58,39,13,21,21,24,0,12,8,14,0,12,0,12,0,12,0,12
1500000US250173113001,250173113001,"Block Group 1, Census Tract 3113, Middlesex County, Massachusetts",106,70,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,12,9,16,26,41,0,12,20,22,43,48,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173113002,250173113002,"Block Group 2, Census Tract 3113, Middlesex County, Massachusetts",111,57,0,12,0,12,0,12,0,12,10,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,11,0,12,9,14,0,12,25,30,29,21,21,24,10,16,0,12,0,12,0,12,0,12,0,12
1500000US250173113003,250173113003,"Block Group 3, Census Tract 3113, Middlesex County, Massachusetts",200,71,0,12,0,12,11,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,69,53,24,20,90,46,6,11,0,12,0,12,0,12,0,12,0,12
1500000US250173114001,250173114001,"Block Group 1, Census Tract 3114, Middlesex County, Massachusetts",200,76,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,17,0,12,8,14,16,26,93,61,50,45,12,21,13,21,0,12,0,12,0,12,0,12,0,12
1500000US250173114002,250173114002,"Block Group 2, Census Tract 3114, Middlesex County, Massachusetts",198,80,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,90,67,71,66,27,32,0,12,0,12,10,16,0,12,0,12,0,12
1500000US250173114003,250173114003,"Block Group 3, Census Tract 3114, Middlesex County, Massachusetts",149,87,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,33,47,20,27,45,51,11,17,11,18,0,12,0,12,29,39,0,12,0,12,0,12,0,12,0,12
1500000US250173114004,250173114004,"Block Group 4, Census Tract 3114, Middlesex County, Massachusetts",132,56,0,12,0,12,11,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,14,12,22,54,46,47,41,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173115001,250173115001,"Block Group 1, Census Tract 3115, Middlesex County, Massachusetts",109,39,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,13,0,12,0,12,19,21,31,28,26,21,11,12,7,12,0,12,0,12,0,12,0,12,0,12
1500000US250173115002,250173115002,"Block Group 2, Census Tract 3115, Middlesex County, Massachusetts",209,58,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,15,6,10,51,30,62,43,75,48,5,9,0,12,0,12,0,12,0,12,0,12
1500000US250173115003,250173115003,"Block Group 3, Census Tract 3115, Middlesex County, Massachusetts",172,49,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,7,55,33,24,22,76,47,13,14,0,12,0,12,0,12,0,12,0,12
1500000US250173116001,250173116001,"Block Group 1, Census Tract 3116, Middlesex County, Massachusetts",518,85,11,17,0,12,0,12,10,15,0,12,0,12,0,12,0,12,9,14,0,12,0,12,0,12,0,12,27,43,0,12,0,12,0,12,136,61,136,65,126,46,27,23,20,24,8,12,0,12,0,12,8,13
1500000US250173116002,250173116002,"Block Group 2, Census Tract 3116, Middlesex County, Massachusetts",294,65,0,12,0,12,0,12,0,12,12,18,0,12,11,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,45,34,91,47,72,35,51,36,12,20,0,12,0,12,0,12,0,12,0,12
1500000US250173116003,250173116003,"Block Group 3, Census Tract 3116, Middlesex County, Massachusetts",204,48,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,20,109,38,50,34,32,29,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173116004,250173116004,"Block Group 4, Census Tract 3116, Middlesex County, Massachusetts",37,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,14,0,12,18,20,0,12,10,16,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173116005,250173116005,"Block Group 5, Census Tract 3116, Middlesex County, Massachusetts",174,43,0,12,8,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,18,0,12,21,24,9,16,62,31,53,45,0,12,0,12,0,12,0,12,6,11,0,12,0,12
1500000US250173117001,250173117001,"Block Group 1, Census Tract 3117, Middlesex County, Massachusetts",198,65,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,17,45,45,0,12,46,36,44,29,49,48,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173117002,250173117002,"Block Group 2, Census Tract 3117, Middlesex County, Massachusetts",155,53,0,12,0,12,0,12,7,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,18,7,11,0,12,71,48,38,27,21,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173117003,250173117003,"Block Group 3, Census Tract 3117, Middlesex County, Massachusetts",232,80,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,10,0,12,8,13,86,53,30,38,103,66,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173117004,250173117004,"Block Group 4, Census Tract 3117, Middlesex County, Massachusetts",159,61,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,20,9,14,90,52,22,17,26,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173118001,250173118001,"Block Group 1, Census Tract 3118, Middlesex County, Massachusetts",200,82,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,26,53,60,28,28,35,32,59,45,9,13,0,12,0,12,0,12,0,12,0,12
1500000US250173118002,250173118002,"Block Group 2, Census Tract 3118, Middlesex County, Massachusetts",125,57,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,11,0,12,0,12,6,11,4,8,0,12,43,36,15,16,43,38,6,10,0,12,0,12,0,12,0,12,2,9
1500000US250173119001,250173119001,"Block Group 1, Census Tract 3119, Middlesex County, Massachusetts",152,60,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,10,30,28,0,12,27,27,16,17,29,28,15,19,28,31,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173119002,250173119002,"Block Group 2, Census Tract 3119, Middlesex County, Massachusetts",34,32,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,14,0,12,0,12,8,14,0,12,6,10,0,12,0,12,11,19,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173120001,250173120001,"Block Group 1, Census Tract 3120, Middlesex County, Massachusetts",113,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,7,0,12,15,15,22,22,13,13,11,12,20,13,23,18,0,12,0,12,0,12,0,12,0,12,0,12,4,6
1500000US250173120002,250173120002,"Block Group 2, Census Tract 3120, Middlesex County, Massachusetts",170,53,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,7,0,12,0,12,0,12,0,12,17,19,41,33,10,12,3,5,32,21,15,18,48,29,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173121001,250173121001,"Block Group 1, Census Tract 3121, Middlesex County, Massachusetts",144,58,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,34,31,21,27,16,23,20,23,14,19,30,37,9,17,0,12,0,12,0,12,0,12,0,12
1500000US250173121002,250173121002,"Block Group 2, Census Tract 3121, Middlesex County, Massachusetts",83,50,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,13,0,12,15,18,0,12,13,17,15,19,32,39,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173121003,250173121003,"Block Group 3, Census Tract 3121, Middlesex County, Massachusetts",136,45,22,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,20,12,20,30,28,21,21,21,19,0,12,8,13,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173122001,250173122001,"Block Group 1, Census Tract 3122, Middlesex County, Massachusetts",345,84,0,12,6,10,0,12,0,12,0,12,0,12,0,12,0,12,10,16,0,12,0,12,0,12,0,12,47,32,36,34,33,29,39,44,114,67,37,34,7,11,16,25,0,12,0,12,0,12,0,12,0,12
1500000US250173122002,250173122002,"Block Group 2, Census Tract 3122, Middlesex County, Massachusetts",272,103,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,26,15,27,6,10,105,62,133,75,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173122003,250173122003,"Block Group 3, Census Tract 3122, Middlesex County, Massachusetts",150,58,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,18,19,20,20,19,11,18,48,41,35,36,0,12,0,12,0,12,6,11,0,12,0,12,0,12
1500000US250173122004,250173122004,"Block Group 4, Census Tract 3122, Middlesex County, Massachusetts",201,54,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,10,0,12,0,12,0,12,0,12,17,20,72,48,33,23,68,45,5,8,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173123001,250173123001,"Block Group 1, Census Tract 3123, Middlesex County, Massachusetts",188,73,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,29,0,12,0,12,0,12,0,12,0,12,9,17,12,18,39,37,70,54,40,34,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173123002,250173123002,"Block Group 2, Census Tract 3123, Middlesex County, Massachusetts",420,127,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,24,37,0,12,0,12,0,12,0,12,78,82,118,82,133,78,23,29,15,24,29,43,0,12,0,12,0,12,0,12,0,12
1500000US250173123003,250173123003,"Block Group 3, Census Tract 3123, Middlesex County, Massachusetts",586,131,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,22,45,41,48,40,100,69,95,76,81,46,91,58,112,91,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173124001,250173124001,"Block Group 1, Census Tract 3124, Middlesex County, Massachusetts",28,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,28,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173124002,250173124002,"Block Group 2, Census Tract 3124, Middlesex County, Massachusetts",149,39,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,17,0,12,10,14,50,38,63,32,15,15,0,12,0,12,0,12,0,12,0,12,0,12
