GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27
1500000US250173101002,250173101002,"Block Group 2, Census Tract 3101, Middlesex County, Massachusetts",770,138,770,138,0,12,0,12,0,12,69,46,84,56,77,53,26,30,73,57,0,12,0,12,0,12,0,12,13,21,52,62,0,12,0,12,27,30,110,56,159,111,55,23,25,24,0,12,0,12,0,12,0,12
1500000US250173101003,250173101003,"Block Group 3, Census Tract 3101, Middlesex County, Massachusetts",964,165,964,165,0,12,0,12,26,35,14,21,123,62,11,17,0,12,28,36,0,12,110,98,14,22,16,26,0,12,0,12,53,43,122,86,111,75,101,81,26,31,157,113,12,20,40,63,0,12,0,12,0,12
1500000US250173102001,250173102001,"Block Group 1, Census Tract 3102, Middlesex County, Massachusetts",78,86,78,86,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,17,0,12,70,84,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173102002,250173102002,"Block Group 2, Census Tract 3102, Middlesex County, Massachusetts",26,33,26,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,27,9,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173102003,250173102003,"Block Group 3, Census Tract 3102, Middlesex County, Massachusetts",357,182,357,182,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,42,63,0,12,0,12,45,67,67,99,44,63,49,78,43,64,32,45,35,55,0,12,0,12,0,12,0,12
1500000US250173102004,250173102004,"Block Group 4, Census Tract 3102, Middlesex County, Massachusetts",203,127,176,127,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,56,89,0,12,13,21,68,84,20,34,19,30,0,12,0,12,0,12,0,12,27,44
1500000US250173102005,250173102005,"Block Group 5, Census Tract 3102, Middlesex County, Massachusetts",179,91,179,91,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,30,57,76,14,23,0,12,12,19,39,44,14,23,9,22,16,31,0,12,0,12,0,12,0,12,0,12
1500000US250173103001,250173103001,"Block Group 1, Census Tract 3103, Middlesex County, Massachusetts",126,81,126,81,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,19,69,72,45,51,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173103002,250173103002,"Block Group 2, Census Tract 3103, Middlesex County, Massachusetts",538,142,502,151,65,75,0,12,0,12,0,12,0,12,0,12,14,23,0,12,0,12,15,23,31,49,0,12,0,12,12,19,0,12,0,12,53,58,107,86,163,121,9,17,33,45,0,12,0,12,0,12,36,58
1500000US250173103003,250173103003,"Block Group 3, Census Tract 3103, Middlesex County, Massachusetts",123,74,123,74,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,32,53,0,12,0,12,0,12,0,12,0,12,24,27,0,12,13,21,32,44,22,28,0,12,0,12,0,12,0,12,0,12
1500000US250173103004,250173103004,"Block Group 4, Census Tract 3103, Middlesex County, Massachusetts",147,92,138,90,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,15,29,48,0,12,10,18,68,76,22,30,0,12,0,12,0,12,0,12,9,15
1500000US250173103005,250173103005,"Block Group 5, Census Tract 3103, Middlesex County, Massachusetts",240,173,240,173,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,54,55,112,153,74,69,0,12,0,12,0,12,0,12,0,12
1500000US250173104001,250173104001,"Block Group 1, Census Tract 3104, Middlesex County, Massachusetts",414,89,409,89,0,12,0,12,0,12,0,12,0,12,20,29,0,12,0,12,26,40,20,30,0,12,21,34,0,12,45,52,21,33,25,39,7,12,56,51,47,51,121,72,0,12,0,12,0,12,0,12,5,9
1500000US250173104002,250173104002,"Block Group 2, Census Tract 3104, Middlesex County, Massachusetts",168,73,161,72,0,12,0,12,0,12,0,12,8,12,0,12,24,38,0,12,0,12,0,12,0,12,0,12,8,12,8,12,5,9,17,18,18,28,8,14,45,44,20,34,0,12,0,12,0,12,0,12,7,11
1500000US250173104003,250173104003,"Block Group 3, Census Tract 3104, Middlesex County, Massachusetts",187,77,187,77,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,10,25,38,0,12,0,12,8,13,0,12,0,12,27,45,15,16,7,12,20,19,52,56,12,20,16,25,0,12,0,12,0,12,0,12
1500000US250173105001,250173105001,"Block Group 1, Census Tract 3105, Middlesex County, Massachusetts",54,42,41,37,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,14,0,12,0,12,9,16,0,12,23,37,0,12,0,12,0,12,0,12,0,12,0,12,13,20
1500000US250173105002,250173105002,"Block Group 2, Census Tract 3105, Middlesex County, Massachusetts",335,88,335,88,0,12,0,12,0,12,8,13,0,12,0,12,0,12,0,12,0,12,0,12,9,13,0,12,22,35,9,14,17,19,8,14,0,12,169,73,57,51,36,32,0,12,0,12,0,12,0,12,0,12
1500000US250173105003,250173105003,"Block Group 3, Census Tract 3105, Middlesex County, Massachusetts",263,91,256,92,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,18,0,12,0,12,0,12,57,57,60,57,52,47,53,45,28,35,0,12,0,12,0,12,0,12,7,12
1500000US250173106011,250173106011,"Block Group 1, Census Tract 3106.01, Middlesex County, Massachusetts",348,117,348,117,8,14,0,12,0,12,31,28,39,34,0,12,16,25,0,12,26,42,0,12,0,12,77,67,0,12,0,12,0,12,39,41,28,34,0,12,84,96,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173106012,250173106012,"Block Group 2, Census Tract 3106.01, Middlesex County, Massachusetts",231,100,208,97,0,12,0,12,0,12,0,12,58,68,0,12,0,12,40,66,0,12,0,12,0,12,22,37,0,12,0,12,13,20,11,17,0,12,50,46,0,12,14,24,0,12,0,12,0,12,0,12,23,27
1500000US250173106013,250173106013,"Block Group 3, Census Tract 3106.01, Middlesex County, Massachusetts",45,28,45,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,45,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173106021,250173106021,"Block Group 1, Census Tract 3106.02, Middlesex County, Massachusetts",253,104,253,104,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,52,73,12,21,14,22,0,12,58,45,52,45,11,18,54,68,0,12,0,12,0,12,0,12
1500000US250173106022,250173106022,"Block Group 2, Census Tract 3106.02, Middlesex County, Massachusetts",218,84,205,86,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,20,0,12,0,12,34,37,63,50,96,64,0,12,0,12,0,12,0,12,0,12,13,20
1500000US250173106023,250173106023,"Block Group 3, Census Tract 3106.02, Middlesex County, Massachusetts",104,87,104,87,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,20,61,78,31,49,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173106024,250173106024,"Block Group 4, Census Tract 3106.02, Middlesex County, Massachusetts",206,145,206,145,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,95,121,0,12,38,36,19,31,54,65,0,12,0,12,0,12,0,12,0,12
1500000US250173107001,250173107001,"Block Group 1, Census Tract 3107, Middlesex County, Massachusetts",368,87,368,87,0,12,0,12,0,12,8,13,7,10,0,12,54,50,0,12,43,42,0,12,9,14,33,40,0,12,9,13,0,12,11,18,22,32,68,44,57,38,47,45,0,12,0,12,0,12,0,12,0,12
1500000US250173107002,250173107002,"Block Group 2, Census Tract 3107, Middlesex County, Massachusetts",347,91,347,91,0,12,0,12,0,12,0,12,0,12,0,12,16,23,0,12,0,12,20,22,0,12,17,24,8,13,48,54,0,12,33,40,35,37,99,63,13,22,22,35,36,49,0,12,0,12,0,12,0,12
1500000US250173107003,250173107003,"Block Group 3, Census Tract 3107, Middlesex County, Massachusetts",387,92,387,92,0,12,0,12,0,12,0,12,0,12,0,12,20,32,10,14,0,12,0,12,0,12,0,12,18,18,54,32,0,12,59,51,54,48,74,54,53,36,23,25,22,33,0,12,0,12,0,12,0,12
1500000US250173111001,250173111001,"Block Group 1, Census Tract 3111, Middlesex County, Massachusetts",240,53,240,53,0,12,0,12,7,11,0,12,0,12,0,12,0,12,5,7,0,12,0,12,0,12,5,7,0,12,0,12,17,23,21,17,62,35,101,41,5,9,17,16,0,12,0,12,0,12,0,12,0,12
1500000US250173111002,250173111002,"Block Group 2, Census Tract 3111, Middlesex County, Massachusetts",408,68,408,68,14,16,0,12,0,12,0,12,16,15,0,12,4,6,13,19,18,26,0,12,0,12,9,16,15,19,14,17,0,12,0,12,31,23,157,53,61,27,53,31,0,12,3,5,0,12,0,12,0,12
1500000US250173112001,250173112001,"Block Group 1, Census Tract 3112, Middlesex County, Massachusetts",489,102,479,100,0,12,9,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,80,57,75,53,12,19,0,12,0,12,0,12,34,35,61,54,150,68,40,46,0,12,18,29,0,12,0,12,0,12,10,15
1500000US250173112002,250173112002,"Block Group 2, Census Tract 3112, Middlesex County, Massachusetts",298,81,298,81,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,13,15,24,8,11,0,12,31,35,12,18,18,29,77,49,19,21,74,50,11,14,24,28,0,12,0,12,0,12,0,12,0,12
1500000US250173113001,250173113001,"Block Group 1, Census Tract 3113, Middlesex County, Massachusetts",360,92,360,92,0,12,0,12,0,12,26,42,0,12,0,12,0,12,0,12,25,38,0,12,0,12,19,31,17,18,0,12,58,56,57,43,78,64,35,35,0,12,45,38,0,12,0,12,0,12,0,12,0,12
1500000US250173113002,250173113002,"Block Group 2, Census Tract 3113, Middlesex County, Massachusetts",308,93,308,93,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,11,10,15,0,12,50,47,119,70,101,60,12,15,9,15,0,12,0,12,0,12,0,12,0,12
1500000US250173113003,250173113003,"Block Group 3, Census Tract 3113, Middlesex County, Massachusetts",189,86,174,84,0,12,0,12,0,12,0,12,0,12,4,6,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,13,0,12,9,14,37,40,50,54,23,36,43,49,0,12,0,12,0,12,0,12,15,18
1500000US250173114001,250173114001,"Block Group 1, Census Tract 3114, Middlesex County, Massachusetts",61,40,61,40,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,18,9,14,20,23,0,12,21,33,0,12,0,12,0,12,0,12,0,12
1500000US250173114002,250173114002,"Block Group 2, Census Tract 3114, Middlesex County, Massachusetts",41,53,41,53,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,41,53,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173114003,250173114003,"Block Group 3, Census Tract 3114, Middlesex County, Massachusetts",781,160,746,150,0,12,0,12,0,12,0,12,0,12,0,12,98,86,0,12,0,12,0,12,46,72,10,17,0,12,0,12,23,26,60,78,165,108,184,85,135,66,25,28,0,12,0,12,0,12,0,12,35,52
1500000US250173114004,250173114004,"Block Group 4, Census Tract 3114, Middlesex County, Massachusetts",825,198,825,198,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,16,0,12,23,27,98,79,125,93,478,175,91,90,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173115001,250173115001,"Block Group 1, Census Tract 3115, Middlesex County, Massachusetts",167,70,167,70,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,17,0,12,0,12,0,12,0,12,6,9,0,12,8,13,0,12,29,33,16,18,97,66,0,12,0,12,0,12,0,12,0,12
1500000US250173115002,250173115002,"Block Group 2, Census Tract 3115, Middlesex County, Massachusetts",186,68,179,67,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,18,0,12,32,40,0,12,0,12,0,12,0,12,9,15,12,17,0,12,72,48,29,27,8,11,5,9,0,12,0,12,0,12,7,13
1500000US250173115003,250173115003,"Block Group 3, Census Tract 3115, Middlesex County, Massachusetts",97,45,92,44,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,17,0,12,8,12,0,12,10,15,54,26,0,12,10,16,0,12,0,12,0,12,0,12,0,12,0,12,5,9
1500000US250173116001,250173116001,"Block Group 1, Census Tract 3116, Middlesex County, Massachusetts",39,36,39,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,14,0,12,0,12,0,12,5,9,26,41,0,12,0,12,0,12,0,12,0,12
1500000US250173116002,250173116002,"Block Group 2, Census Tract 3116, Middlesex County, Massachusetts",208,84,190,82,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,21,0,12,8,14,30,28,56,56,44,44,38,31,0,12,0,12,0,12,0,12,18,20
1500000US250173116003,250173116003,"Block Group 3, Census Tract 3116, Middlesex County, Massachusetts",20,15,20,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,14,11,17,0,12,0,12,0,12,0,12,0,12
1500000US250173116004,250173116004,"Block Group 4, Census Tract 3116, Middlesex County, Massachusetts",389,104,389,104,0,12,38,61,0,12,38,51,0,12,0,12,0,12,12,18,11,17,34,53,0,12,18,28,0,12,0,12,0,12,11,18,54,47,123,83,32,28,18,27,0,12,0,12,0,12,0,12,0,12
1500000US250173116005,250173116005,"Block Group 5, Census Tract 3116, Middlesex County, Massachusetts",20,23,20,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,18,0,12,0,12,0,12,0,12,0,12,9,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173117001,250173117001,"Block Group 1, Census Tract 3117, Middlesex County, Massachusetts",103,51,103,51,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,16,0,12,0,12,0,12,8,13,8,14,61,39,7,13,8,12,0,12,0,12,0,12,0,12
1500000US250173117002,250173117002,"Block Group 2, Census Tract 3117, Middlesex County, Massachusetts",77,56,77,56,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,28,13,22,45,41,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250173117003,250173117003,"Block Group 3, Census Tract 3117, Middlesex County, Massachusetts",201,76,201,76,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,21,35,0,12,0,12,0,12,0,12,10,15,0,12,13,20,64,46,28,31,11,17,54,55,0,12,0,12,0,12,0,12,0,12
1500000US250173117004,250173117004,"Block Group 4, Census Tract 3117, Middlesex County, Massachusetts",333,98,333,98,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,25,39,9,16,51,55,50,50,23,19,106,67,0,12,63,54,6,11,0,12,0,12,0,12,0,12
1500000US250173118001,250173118001,"Block Group 1, Census Tract 3118, Middlesex County, Massachusetts",358,99,358,99,0,12,0,12,0,12,22,34,0,12,0,12,0,12,34,42,0,12,12,20,0,12,9,14,0,12,42,44,5,12,14,17,66,55,50,41,80,61,24,31,0,12,0,12,0,12,0,12,0,12
1500000US250173118002,250173118002,"Block Group 2, Census Tract 3118, Middlesex County, Massachusetts",364,108,345,106,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,11,12,23,0,12,7,11,7,17,17,21,9,13,42,45,87,70,22,20,112,73,23,23,0,12,0,12,0,12,0,12,0,12,19,31
1500000US250173119001,250173119001,"Block Group 1, Census Tract 3119, Middlesex County, Massachusetts",341,94,335,93,0,12,0,12,0,12,0,12,0,12,0,12,10,15,0,12,7,11,0,12,0,12,0,12,0,12,18,24,9,14,76,58,44,35,125,71,46,33,0,12,0,12,0,12,0,12,0,12,6,10
1500000US250173119002,250173119002,"Block Group 2, Census Tract 3119, Middlesex County, Massachusetts",614,93,607,93,0,12,0,12,0,12,104,58,78,53,57,39,22,35,30,36,13,21,42,58,7,11,0,12,8,14,7,10,0,12,56,48,16,18,105,68,62,55,0,12,0,12,0,12,0,12,0,12,7,11
1500000US250173120001,250173120001,"Block Group 1, Census Tract 3120, Middlesex County, Massachusetts",337,75,337,75,0,12,0,12,0,12,0,12,0,12,18,24,1,4,0,12,0,12,0,12,0,12,11,17,33,25,5,7,31,27,9,11,85,45,46,33,84,51,14,21,0,12,0,12,0,12,0,12,0,12
1500000US250173120002,250173120002,"Block Group 2, Census Tract 3120, Middlesex County, Massachusetts",308,62,304,63,0,12,0,12,0,12,0,12,8,12,0,12,12,17,0,12,0,12,0,12,21,25,4,7,16,20,31,27,14,16,34,30,26,26,50,48,84,50,4,7,0,12,0,12,0,12,0,12,4,6
1500000US250173121001,250173121001,"Block Group 1, Census Tract 3121, Middlesex County, Massachusetts",304,73,297,73,0,12,0,12,7,12,39,32,33,52,45,29,7,11,0,12,0,12,0,12,7,10,8,13,0,12,35,41,28,32,0,12,9,16,71,53,0,12,0,12,8,12,0,12,0,12,0,12,7,13
1500000US250173121002,250173121002,"Block Group 2, Census Tract 3121, Middlesex County, Massachusetts",150,58,150,58,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,9,0,12,7,12,44,39,19,29,74,61,0,12,0,12,0,12,0,12,0,12
1500000US250173121003,250173121003,"Block Group 3, Census Tract 3121, Middlesex County, Massachusetts",333,91,333,91,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,21,34,47,36,0,12,0,12,12,19,66,61,92,71,59,58,36,46,0,12,0,12,0,12,0,12,0,12
1500000US250173122001,250173122001,"Block Group 1, Census Tract 3122, Middlesex County, Massachusetts",316,102,316,102,0,12,0,12,0,12,0,12,6,10,6,10,0,12,0,12,0,12,0,12,7,12,0,12,14,24,0,12,0,12,11,14,75,57,102,67,51,58,44,53,0,12,0,12,0,12,0,12,0,12
1500000US250173122002,250173122002,"Block Group 2, Census Tract 3122, Middlesex County, Massachusetts",102,97,102,97,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,87,96,6,10,0,12,0,12,9,14,0,12,0,12,0,12
1500000US250173122003,250173122003,"Block Group 3, Census Tract 3122, Middlesex County, Massachusetts",142,91,142,91,0,12,0,12,0,12,0,12,0,12,0,12,0,12,36,51,0,12,0,12,0,12,0,12,0,12,6,10,0,12,0,12,8,12,58,64,0,12,34,36,0,12,0,12,0,12,0,12,0,12
1500000US250173122004,250173122004,"Block Group 4, Census Tract 3122, Middlesex County, Massachusetts",96,74,96,74,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,11,21,34,21,32,41,59,6,10,0,12,0,12,0,12,0,12,0,12
1500000US250173123001,250173123001,"Block Group 1, Census Tract 3123, Middlesex County, Massachusetts",302,151,302,151,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,53,85,20,32,164,134,59,96,0,12,6,14,0,12,0,12,0,12,0,12
1500000US250173123002,250173123002,"Block Group 2, Census Tract 3123, Middlesex County, Massachusetts",203,105,185,105,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,33,61,64,69,81,36,40,0,12,0,12,0,12,0,12,18,27
1500000US250173123003,250173123003,"Block Group 3, Census Tract 3123, Middlesex County, Massachusetts",243,109,243,109,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,23,0,12,0,12,0,12,0,12,0,12,68,76,0,12,33,36,38,42,11,19,25,39,53,59,0,12,0,12,0,12,0,12,0,12
1500000US250173124001,250173124001,"Block Group 1, Census Tract 3124, Middlesex County, Massachusetts",357,70,357,70,21,33,0,12,0,12,31,24,55,29,38,31,12,13,16,14,34,24,5,6,9,11,20,21,0,12,0,12,0,12,0,12,0,12,28,27,51,44,37,34,0,12,0,12,0,12,0,12,0,12
1500000US250173124002,250173124002,"Block Group 2, Census Tract 3124, Middlesex County, Massachusetts",364,64,348,64,5,7,16,26,0,12,11,18,0,12,4,8,0,12,14,23,0,12,3,5,0,12,12,20,0,12,15,24,11,12,22,21,54,35,73,36,53,34,52,33,3,6,0,12,0,12,0,12,16,17
